ID,Lat,Long,Depth,E1 stand,E2 stand
248,54.502805,-5.4373733,-9.92,0.121575985,0.256458727
249,54.502775,-5.4373533,-9.83,0.116697936,0.238815375
250,54.502745,-5.4373316,-9.92,0.137711069,0.25078765
251,54.502715,-5.43731,-9.92,0.146341463,0.247006931
252,54.502685,-5.43729,-9.83,0.120825516,0.230623819
253,54.502655,-5.4372683,-9.73,0.122701689,0.232514178
254,54.502625,-5.4372483,-9.73,0.129080675,0.222117202
255,54.502595,-5.4372266,-9.73,0.135459662,0.213925646
256,54.5025633,-5.4372066,-9.73,0.143339587,0.221172023
257,54.5025333,-5.4371866,-9.73,0.147842402,0.236609956
258,54.5025016,-5.4371683,-9.73,0.147467167,0.243541273
259,54.50247,-5.4371483,-9.73,0.145966229,0.246376812
260,54.5024383,-5.43713,-9.73,0.142213884,0.24984247
261,54.502405,-5.4371116,-9.73,0.126454034,0.25110271
262,54.5023716,-5.4370966,-9.64,0.112570356,0.263390044
263,54.50234,-5.4370783,-9.64,0.113320826,0.256773787
264,54.5023066,-5.4370633,-9.64,0.108818011,0.239130435
265,54.502275,-5.4370466,-9.64,0.103564728,0.24984247
266,54.5022433,-5.4370266,-9.64,0.104690432,0.267485822
267,54.5022083,-5.437015,-9.64,0.109943715,0.27252678
268,54.502175,-5.4369983,-9.64,0.115196998,0.261184625
269,54.5021433,-5.4369816,-9.54,0.126829268,0.233459357
270,54.502105,-5.436975,-9.54,0.133958724,0.241650914
271,54.5020666,-5.4369666,-9.54,0.111819887,0.262444865
272,54.5020366,-5.4369416,-9.54,0.123076923,0.256458727
273,54.5019983,-5.4369366,-9.54,0.132457786,0.246061752
274,54.5019616,-5.4369249,-9.54,0.117448405,0.220856963
275,54.5019266,-5.4369133,-9.54,0.130206379,0.244801512
276,54.501895,-5.436895,-9.54,0.153095685,0.280403277
277,54.5018616,-5.4368766,-9.54,0.138461538,0.267170762
278,54.5018283,-5.43686,-9.54,0.126078799,0.251732829
279,54.501795,-5.4368433,-9.44,0.135459662,0.264335224
280,54.5017616,-5.4368283,-9.44,0.122701689,0.260554505
281,54.5017266,-5.4368116,-9.54,0.105065666,0.260239445
282,54.5016966,-5.4367916,-9.44,0.101688555,0.244171393
283,54.5016666,-5.4367683,-9.44,0.106941839,0.22621298
284,54.501635,-5.4367516,-9.44,0.100562852,0.244171393
285,54.5016,-5.4367366,-9.44,0.109193246,0.260869565
286,54.50157,-5.436715,-9.44,0.101313321,0.264335224
287,54.501545,-5.4366783,-9.54,0.09380863,0.266540643
288,54.5015116,-5.4366616,-9.44,0.098686679,0.282923756
289,54.501485,-5.4366316,-9.44,0.101313321,0.266855703
290,54.5014516,-5.436615,-9.44,0.112945591,0.212035287
291,54.50142,-5.4365966,-9.44,0.111069418,0.233774417
292,54.5013866,-5.4365783,-9.44,0.111069418,0.269376181
293,54.5013533,-5.4365633,-9.35,0.103189493,0.259609326
294,54.50132,-5.4365483,-9.44,0.101688555,0.237240076
295,54.5012883,-5.43653,-9.44,0.101688555,0.245116572
296,54.5012533,-5.436515,-9.44,0.108442777,0.242596093
297,54.5012216,-5.4364933,-9.44,0.111444653,0.241335854
298,54.5011883,-5.4364766,-9.44,0.090806754,0.238500315
299,54.501155,-5.4364633,-9.54,0.091932458,0.246376812
300,54.50112,-5.436445,-9.54,0.100938086,0.268431002
301,54.5010883,-5.4364283,-9.54,0.09380863,0.263705104
302,54.5010533,-5.43641,-9.44,0.101688555,0.254883428
303,54.50102,-5.4363933,-9.54,0.114071295,0.27221172
304,54.500985,-5.436375,-9.44,0.102439024,0.257403907
305,54.50095,-5.43636,-9.44,0.090806754,0.231253938
306,54.5009166,-5.4363433,-9.54,0.102814259,0.25015753
307,54.5008816,-5.4363266,-9.44,0.085553471,0.247637051
308,54.5008483,-5.43631,-9.54,0.089681051,0.245431632
309,54.5008166,-5.4362933,-9.54,0.093058161,0.270321361
310,54.5007816,-5.4362766,-9.54,0.090056285,0.29458097
311,54.5007483,-5.43626,-9.54,0.09043152,0.277567738
312,54.500715,-5.4362433,-9.54,0.085928705,0.259609326
313,54.5006816,-5.4362266,-9.54,0.095684803,0.239130435
314,54.5006483,-5.43621,-9.64,0.097560976,0.22715816
315,54.5006133,-5.436195,-9.64,0.093433396,0.245746692
316,54.5005833,-5.4361733,-9.64,0.105816135,0.251417769
317,54.5005466,-5.43616,-9.64,0.102439024,0.246061752
318,54.5005116,-5.436145,-9.73,0.103939962,0.252678009
319,54.5004783,-5.43613,-9.64,0.102439024,0.244171393
320,54.500445,-5.4361116,-9.73,0.092682927,0.230623819
321,54.5004083,-5.4361016,-9.73,0.091557223,0.222432262
322,54.5003783,-5.4360733,-9.64,0.091932458,0.212035287
323,54.5003383,-5.43607,-9.64,0.100187617,0.219281664
324,54.5003,-5.43606,-9.73,0.097185741,0.254253308
325,54.5002633,-5.4360466,-9.64,0.081801126,0.230938878
326,54.500225,-5.436035,-9.64,0.093433396,0.230623819
327,54.5001916,-5.4360133,-9.73,0.112945591,0.258349086
328,54.5001583,-5.4359916,-9.83,0.11369606,0.258034026
329,54.5001216,-5.4359766,-9.73,0.106566604,0.269061122
330,54.5000883,-5.435955,-9.73,0.108818011,0.282293636
331,54.5000583,-5.43593,-9.73,0.119699812,0.282923756
332,54.5000283,-5.4359016,-9.73,0.108818011,0.292375551
333,54.5,-5.4358733,-9.73,0.09793621,0.309073724
334,54.4999733,-5.4358416,-9.73,0.103939962,0.275047259
335,54.499945,-5.4358116,-9.73,0.099437148,0.253938248
336,54.4999183,-5.43578,-9.83,0.092307692,0.311279143
337,54.5000883,-5.434455,-9.73,0.12195122,0.25047259
338,54.500115,-5.434455,-9.83,0.120825516,0.27284184
339,54.50014,-5.4344566,-9.92,0.12532833,0.290800252
340,54.5001633,-5.4344666,-9.92,0.129831144,0.296786389
341,54.5001883,-5.4344766,-9.83,0.12532833,0.306238185
342,54.5002116,-5.4344916,-9.83,0.129080675,0.282923756
343,54.5002366,-5.4345066,-9.92,0.143339587,0.291430372
344,54.500265,-5.434525,-9.92,0.142213884,0.281033396
345,54.5002933,-5.4345433,-9.92,0.134709193,0.247637051
346,54.5003216,-5.4345633,-9.92,0.127204503,0.274417139
347,54.50035,-5.4345833,-10.02,0.139212008,0.256458727
348,54.50038,-5.4346033,-9.92,0.147842402,0.251417769
349,54.50041,-5.4346233,-10.02,0.138461538,0.251417769
350,54.50044,-5.434645,-10.02,0.134333959,0.245116572
351,54.5004683,-5.434665,-10.02,0.135084428,0.275362319
352,54.5004983,-5.434685,-10.02,0.135834897,0.264020164
353,54.5005283,-5.434705,-10.12,0.154221388,0.260554505
354,54.500555,-5.4347266,-10.02,0.1684803,0.271581601
355,54.5005883,-5.4347466,-10.02,0.166979362,0.278197858
356,54.5006183,-5.4347683,-10.02,0.158348968,0.277567738
357,54.5006483,-5.4347899,-10.02,0.158724203,0.287334594
358,54.5006766,-5.4348116,-10.02,0.143339587,0.282293636
359,54.5007066,-5.4348333,-10.12,0.136210131,0.29552615
360,54.5007366,-5.4348533,-10.12,0.13358349,0.277252678
361,54.5007733,-5.4348733,-10.12,0.14934334,0.246376812
362,54.5008033,-5.434895,-10.21,0.15684803,0.263074984
363,54.5008333,-5.434915,-10.12,0.170731707,0.290800252
364,54.500865,-5.4349366,-10.21,0.166604128,0.287334594
365,54.5008966,-5.4349583,-10.21,0.171106942,0.286074354
366,54.5009266,-5.43498,-10.31,0.164727955,0.2731569
367,54.5009583,-5.4350016,-10.31,0.148592871,0.278197858
368,54.5009883,-5.4350216,-10.21,0.184615385,0.280403277
369,54.5010183,-5.4350433,-10.12,0.206378987,0.290800252
370,54.5010483,-5.4350633,-10.31,0.215009381,0.309703844
371,54.50108,-5.435085,-10.31,0.228142589,0.29615627
372,54.5011116,-5.4351066,-10.41,0.233020638,0.320100819
373,54.5011416,-5.4351283,-10.5,0.239774859,0.332073094
374,54.5011733,-5.43515,-10.5,0.250281426,0.332073094
375,54.501205,-5.4351716,-10.5,0.250281426,0.31821046
376,54.50124,-5.4351933,-10.41,0.231894934,0.282923756
377,54.501275,-5.435215,-10.41,0.219512195,0.269376181
378,54.501305,-5.4352366,-10.6,0.206003752,0.308128544
379,54.501335,-5.4352583,-10.5,0.218386492,0.292060491
380,54.5013666,-5.4352833,-10.5,0.226266417,0.308128544
381,54.5014016,-5.4353116,-10.6,0.221388368,0.36294896
382,54.5014366,-5.435335,-10.5,0.225891182,0.375866415
383,54.5014683,-5.43536,-10.6,0.246529081,0.372715816
384,54.5015016,-5.435385,-10.7,0.264165103,0.352867045
385,54.5015383,-5.4354166,-10.7,0.270168856,0.304977946
386,54.5015733,-5.435445,-10.6,0.255534709,0.314744802
387,54.5016066,-5.4354733,-10.6,0.252908068,0.326086957
388,54.5016383,-5.4354983,-10.6,0.251782364,0.31821046
389,54.5016666,-5.4355216,-10.6,0.240150094,0.332073094
390,54.5016983,-5.4355466,-10.6,0.218386492,0.348456207
391,54.5017266,-5.43557,-10.6,0.217636023,0.319470699
392,54.5017583,-5.435595,-10.7,0.232270169,0.314744802
393,54.50179,-5.4356183,-10.79,0.236022514,0.289224953
394,54.5018216,-5.4356433,-10.7,0.256660413,0.290800252
395,54.5018533,-5.43567,-10.79,0.22326454,0.291430372
396,54.5018866,-5.4356966,-10.79,0.200375235,0.270321361
397,54.501915,-5.43572,-10.79,0.216885553,0.254883428
398,54.5019416,-5.4357383,-10.89,0.208255159,0.269376181
399,54.5019683,-5.4357583,-10.79,0.193621013,0.292375551
400,54.502,-5.435785,-10.79,0.184990619,0.291745432
401,54.5020333,-5.43581,-10.79,0.203001876,0.302772527
402,54.502065,-5.4358366,-10.79,0.212757974,0.31758034
403,54.5020983,-5.4358616,-10.89,0.22326454,0.29584121
404,54.5021266,-5.4358866,-10.79,0.216885553,0.275992439
405,54.5021566,-5.43592,-10.79,0.210506567,0.25110271
406,54.5021883,-5.4359483,-10.89,0.209380863,0.27252678
407,54.50222,-5.4359733,-10.89,0.229268293,0.259924386
408,54.50225,-5.4359966,-10.98,0.218761726,0.266225583
409,54.5022783,-5.4360183,-10.89,0.190619137,0.276307498
410,54.5023083,-5.4360433,-10.79,0.208630394,0.261814745
411,54.50234,-5.4360716,-10.89,0.199624765,0.260554505
412,54.5023716,-5.4361016,-10.89,0.183489681,0.264650284
413,54.5024,-5.4361316,-10.89,0.222138837,0.306553245
414,54.5024316,-5.43616,-10.98,0.216510319,0.312854442
415,54.5024616,-5.4361883,-10.98,0.197373358,0.309703844
416,54.5024933,-5.436215,-10.98,0.199624765,0.313169502
417,54.5025233,-5.43624,-10.98,0.212382739,0.310964083
418,54.5025533,-5.4362633,-10.89,0.220262664,0.268431002
419,54.50258,-5.4362816,-10.89,0.237523452,0.27189666
420,54.50261,-5.4363066,-10.89,0.240900563,0.307183365
421,54.5026416,-5.43633,-10.89,0.236772983,0.331442974
422,54.5026733,-5.4363533,-10.98,0.197373358,0.293005671
423,54.5027033,-5.4363766,-10.98,0.175984991,0.271581601
424,54.502735,-5.4364083,-10.89,0.203752345,0.248267171
425,54.502765,-5.436425,-10.98,0.214258912,0.24984247
426,54.5027933,-5.436445,-10.98,0.20412758,0.270006301
427,54.5028233,-5.43647,-10.89,0.21575985,0.276307498
428,54.502855,-5.4364883,-10.98,0.206003752,0.254883428
429,54.5028833,-5.4365116,-10.79,0.216510319,0.252047889
430,54.5029133,-5.436535,-11.08,0.219136961,0.282293636
431,54.5029433,-5.436555,-11.08,0.199624765,0.310964083
432,54.5029733,-5.4365733,-10.89,0.193245779,0.310333963
433,54.503005,-5.4365949,-10.98,0.215009381,0.290800252
434,54.503035,-5.4366166,-11.08,0.236397749,0.276937618
435,54.503065,-5.4366383,-11.08,0.210131332,0.268431002
436,54.503095,-5.4366566,-11.18,0.204878049,0.279143037
437,54.5031266,-5.4366766,-10.98,0.210506567,0.257403907
438,54.5031566,-5.436695,-11.08,0.216885553,0.263390044
439,54.5031866,-5.436715,-11.08,0.234146341,0.280718336
440,54.5032183,-5.4367333,-11.08,0.228142589,0.310018904
441,54.50325,-5.4367533,-11.08,0.203377111,0.324511657
442,54.503285,-5.43677,-11.08,0.2,0.304662886
443,54.503315,-5.43679,-11.08,0.206378987,0.267170762
444,54.5033516,-5.4368083,-11.08,0.213883677,0.286074354
